TIM_Id,Subject,Severity,Description,Initiation_Date
ProjectB - TIM - 2667,"Test scenario file “set4.doc”, scenario 4h, “MP Warm restart during a Delta-V”, burn duration validation should indicate 120 & not 900 seconds",4,"In test scenario file “ProjectB at set4.doc”, test scenario 4h, “MP Warm restart during a Delta-V”, verification of primary thruster burn duration should be changed from 120 to 900 seconds. To help in the understanding of this TIM, the file ""ProjectB at set2.doc"" has been attached to the TIM. The relevant portions of the file that pertain to this TIM have been highlighted in red. The test scenario setup states: “The 4a, primary thruster, ATS is used, with the only modification being the commanded burn duration is set to 900 seconds.” In the following scenario steps, “120” seconds should be changed to “900” seconds: “Entry into Delta-V mode is verified along with the commanded duration. Verify the ACS Delta-V mode is only using the primary ACS Thruster set. Verify the commanded duration is 120 seconds”",5/3/07
ProjectB - TIM - 2666,"Test scenario file “set4.doc”: Scenario 4e, One ACS thruster with reduced TSF, scenario statement is vague",4,"In test scenario file “ProjectB at set4.doc”, scenario 4e, “AMF1, One ACS thruster with a significantly reduced TSF”, a test for ACS FDC A3.2.2 is vague as written, and needs to be clarified with respect to the requirements tested. The following note implies either a weak set of requirements or a vague understanding of the requirements in the test scenario. The test scenario should be more explicit with respect to the ‘failed’ thruster’s TSF. “NOTE: Scott thinks ACS FDC A3.2.2 may trip. Plan is to run the scenario as outlined and basically see what happens. If no FDCs trip, aborting the maneuver, then (if time is available) rerun the scenario with a larger decrease in the ‘failed’ thruster’s TSF (maybe 50%).”",5/3/07
ProjectB - TIM - 2665,"Test scenario file “set4.doc”: Scenario 4d, “Orbit circularization on ACS thrusters”, test for simultaneous firing of all thrusters",3,"In test scenario file “ProjectB at set4.doc”, test scenario 4d, “Orbit circularization on ACS thrusters”, a statement in the scenario raises the concern that there is a possibility of up to 7 thrusters firing simultaneously which could result in damage to the ACE electronics. There does not appear to be an explicit test to ensure that the flight software protects against this event. The concern is that the test scencario does not explicitly test to ensure that the FSW does not simultaneously fire 7 thrusters which could damage the ACE hardware. There should be an additional test scenario for this case. The test scenario statement that describes the thruster event is below: “Note: It is important to make sure that the ACS thrusters selected for Delta-V use (OFF-Pulse control) and the ACS thrusters used for ON-Pulse attitude control are the same. This insures that only 4 thrusters maximum will be fired at any given time. If the primary ACS thrusters are used for Delta-V OFF-Pulse mode and the backup ACS thrusters are used for ON-Pulse attitude control, there could be up to 7 thrusters firing at a given instance, resulting in possible damage to the ACE electronics.”",5/3/07
ProjectB - TIM - 2664,"Test scenario file ""set3.doc"": Scenario 3e, Delta-H, RW failure, change “RW-3” to “RW-4”",4,"In the test scenario file ""ProjectB at set3.doc"", scenario 3e, “During a Delta-H a RW fails such that it does not accept torque commands (torque cmd to RW effectively 0 Volts)”, there is one statement where “RW-3” should be replaced by “RW-4”. To help in the understanding of this TIM, the test scenario file ""ProjectB at set3.doc"" has been attached with relevant sections of the test scenario document that pertain to this TIM highlighted in yellow. The test scenario statement “Note that RW-4 has been powered off and verify that the ACE & ACS indicate the correct 3-RW matrix is being used” indicates that RW-4 is being powered off. The following statement should use RW-4 rather than RW-3 since the RW-4 reaction wheel is being powered off. “Case 1) The KF is still enabled and running although the computed gyro biases are incorrect (especially since RW-3 is still spinning down).",5/3/07
ProjectB - TIM - 2663,"Test scenario file ""set2.doc"": Scenario 2f, Inertial Hold Mode, use of ""Prime"" and ""Backup"" gyros is reversed",4,"In the test scenario file ""ProjectB at set2.doc"", test scenario 2f, ""Inertial hold mode, IRU versus ST rate miscompare FDC checkout"", there are two statements where the use of ""prime"" and ""backup"" should be reversed. To help in the understanding of this TIM, the file ""ProjectB at set2.doc"" has been attached to the TIM. The relevant portions of the file that pertain to this TIM have been highlighted in red. This test scenario statement set the gyro to backup: ""Command the GDS to set the backup Y-axis gyro (IRU-1) channels bias such that the resultant rate is 0.11 deg/sec."" The following three scenario statements appear to have the use of ""prime"" and ""backup"" reversed: FDC A1.4.2 (ACE-A IRU-prime versus ACE-A IRU-backup versus primary ST rates) should trip, causing any RTSs that would autonomously transfer use from the prime to the backup gyro channel for the Y-axis to be disabled. Verify Y-axis rate information remains on the prime gyro channel (ACS_INDEX_IRU_BODY[Y] = IRU-3). [IV&V: should “prime” be “backup”? since the backup to prime was disabled by RTS 59 (2nd last bullet), the only info can see could be from “backup”.] Verify Y-axis rate information remains on the prime gyro channel (ACS_INDEX_IRU_BODY[Y] = IRU-3).",5/3/07
ProjectB - TIM - 2662,Test scenario file set1.doc: Scenario 1b part 2 does not test for transition of Safehold ACE-B to ACS SunAcq mode,3,"In test scenario file ""°ProjectB at set1.doc"", scenario 1b part 2, ""°Nominal Separation and SunAcq - PART 2: Propulsion system pressurization, Safehold c/o, thruster pulse tests"", there is a test for transition of ""°Safehold ACE-A to ACS SunAcq mode"". For complete testing, there should also be a test for transition of ""°Safehold ACE-B to ACS SunAcq mode"".",5/3/07
ProjectB - TIM - 2661,Inst2 FSW Code vs. Comment Discrepancy Regarding Size of Array,4,"The comment on line 41 of file fsw\shared\inc\osmodes.h indicates that the value of OS_CPU_COMMON_NUM_MISC_COUNTERS should be 6, but it is defined to have the value 8 on line 49. If the number of counters is defined incorrectly, this could lead to the array “os_misc_counters_array” to be declared to have the wrong/unintended size in struct os_mode_log_type on line 82 with possible further unintended implications/behavior. The code example: 41 /* The array sizes (28,6) are more then the actually used counters. The purpose is that all cpuS (SBC and all SDNs) will have the same HK telemetry layout. We chose values that will work for all cpuS .The specific cpu will update only the used counters. The other couters will stay cleared out. ProjectB DCR# 1788 */ #define OS_CPU_COMMON_NUM_EXEC_COUNTERS 28 49 #define OS_CPU_COMMON_NUM_MISC_COUNTERS 8",4/27/07
ProjectB - TIM - 2660,Unused Variable in Inst2 FSW Code (File: fsw\cpu\eve\tasks\hb\hbhandlers.c),4,"In file fsw\cpu\eve\tasks\hb\hbhandlers.c, the variable “cmd_sc_time_status” declared on line 1122 is initialized on line 1140 but the value is never used thereafter. The code example: 1121 TIME_System_t cmd_sc_time; uint32 cmd_sc_time_status; uint8 cmd_fc; uint16 cmd_len; uint8 cmd_fc_status=HB_OKAY_NO_RJCT; uint8 cmd_len_status=HB_OKAY_NO_RJCT; uint8 cmd_par_status=HB_OKAY_NO_RJCT; uint8 cmd_exe_status=CP_OKAY_NO_FAIL; uint32 cmd_data_0; uint32 cmd_data_1; uint16 diagTypeData; uint16 port; uint8 value; uint32 tmpData; int i; uint32 bitsSet; uint32 ierIvrData; /* Get a S/C Timestamp */ 1140 cmd_sc_time_status = TIME_GetSystemTAI(&cmd_sc_time); ....... (There are no additional occurrences of token 'cmd_sc_time_status' in function HB_CMDHandler after line 1140)",4/27/07
ProjectB - TIM - 2659,Inconsistent Functional Prolog in Inst2 FSW Code (File fsw\shared\sb\sblogfil.c) - Possible Missing Function Call,5,"In file fsw\cpu\eve\tasks\sc\sctask.c, the functional prolog on line 123 states that the routine eventf is called by SC_task_main. However eventf is, in fact, not called anywhere in SC_task_main. The rest of the functions listed as being called in SC_task_main are actually called. There is a possible error in either the SC_task_main code or the functional prolog. It is possible that an event message has not been implemented in code, or that it was removed and the prolog was not updated. The code example: 115 ** Routines Called: ** ** 1. SC_task_init ** 2. SBreceive_copy ** 3. SC_get_abs_time ** 4. SC_process_request ** 5. SC_process_atp_command ** 6. SC_process_rtp_command 123 ** 7. eventf ** 8. SC_update_next_time ** 9. SC_service_switch_pend",4/27/07
ProjectB - TIM - 2658,Inconsistent Inst2 FSW Code (File: fsw\shared\sb\sblogfil.c) - Function Stated to Return True or False Always Returns False,5,"In file fsw\shared\sb\sblogfil.c, the function SB_log_filtered is used for determining if a packet should be filtered or not. The functional prolog indicates that the function on lines 46 - 50 can return TRUE or FALSE. However the function will always return FALSE. It is not certain why the function's logic is inconsistent with its documentation, and also why, since it has no apparent side effects, calls to the function are not simply eliminated or replaced with FALSE. The code example: 32 /****************************************************************************** ** Function: SB_log_filtered() ** ** Purpose: ** Determine whether a packet should be excluded from the packet log. ** ** Arguments: ** bd : Pointer to buffer descriptor for the packet. ** ** Return: ** TRUE to exclude the packet, FALSE to keep it. */ 46 boolean SB_log_filtered (SBbuffer_t *bd) { (void) bd; /* refer to arguments to avoid compiler warnings */ return FALSE; 50 }",4/27/07
ProjectB - TIM - 2657,ProjectB Ground System: DDS QCP - setModTbl.c - possible buffer overflow,3,"Possible array index out of bounds exception/buffer overflow in qcp.r3.2.1/src/setModTbl.c: sprintf could cause a buffer overflow on line 89 by copying into flNm of size 200 a string that could potentially be of size 228 because cfgFlPth is 200 and the characters in ""qcp/config/instruments.config"" plus the terminating null character would then overflow. Similar issues occur on line 92 and 241. The code example: 89 sprintf(flNm, ""%sqcp/config/instruments.config"", cfgFlPth); 92 sprintf(shmPtr->logFlMsgBuf[(shmPtr->logFlInCnt & LOG_BUF_SZ)], ""getModTbl: ****ERR**** Could not open config file: %s, exiting"", flNm); 241 sprintf(shmPtr->logFlMsgBuf[(shmPtr->logFlInCnt & LOG_BUF_SZ)], ""getModTbl: Could not open config file: %s"", flNm);",4/20/07
ProjectB - TIM - 2656,ProjectB Ground System: DDS QCP - setConPrms.c - possible buffer overflow,3,"Possible array index out of bounds condition in qcp.r3.2.1/src/setConPrms.c: sprintf could cause a buffer overflow on line 57 by copying into cfgNum of size 200 a string that could potentially be of size 226 because shmPtr->cfgFlPth is 200 and shmPtr->qcpNm is 5. The code example: 00057 sprintf(cfgNm, ""%sqcp/config/%s/conn.config"", shmPtr->cfgFlPth, shmPtr->qcpNm);",4/20/07
ProjectB - TIM - 2655,ProjectB Ground System: DDS QCP - qcpMD5.c - possible buffer overflow,3,"11 (eleven) instances of a possible buffer overflow occur in file qcp.r3.2.1/src/qcpMD5.c. ---------------------------------------------------------------------------------------- Instance 1 - 4 If the main function is called with 15 arguments but the second argument is not of at least size 43 characters in length, an array index out of bounds exception will occur on line 126 because there is no check on parameter argv[1] which is copied into tlmFlPthFlNm on line 111. There exist three similar issues on lines 140, 141, and 142 due to no argument length checking. The code example: 111 strcpy(tlmFlPthFlNm, argv[1]); 112 vcIdx = atoi(argv[2]); 113 errFlSz = (atoi(argv[3])) * shmPtr->vcduSz; 114 idx = atoi(argv[4]); 115 fIdx = atoi(argv[5]); 116 lPrevImSeqNum = strtoll(argv[6], 0, 16); 117 lPrevVcSeqNum = strtol(argv[7], 0, 16); 118 lPrevStpTm = strtoll(argv[8], 0, 16); 119 fClsTm = strtoul(argv[9], 0, 10); 120 rbldFlg = atoi(argv[10]); 121 tlmVcCnt = atoi(argv[11]); 122 rp = atoi(argv[12]); 123 errUpdtCnt = atoi(argv[13]); 124 tlmUpdtCnt = atoi(argv[14]); 125 flNmLgth = strlen(tlmFlPthFlNm); 126 memcpy(flNm, &tlmFlPthFlNm[flNmLgth - 43], 43); 140 memcpy(idxFlPthFlNm, tlmFlPthFlNm, flNmLgth); 141 memcpy(qacFlPthFlNm, tlmFlPthFlNm, flNmLgth); 142 memcpy(errFlPthFlNm, tlmFlPthFlNm, flNmLgth); ---------------------------------------------------------------------------------------- Instance 5 (references same section of code as above) There is no check on argument argv[1] which is copied to tlmFlPthFlNm on line 111, so any value given to the main function that is not between length 0 and 200 in characters will cause idxFlPthFlNm to be accessed out of its bounds causing an array index out of bounds exception on line 140. In addition, a previous array index out of bounds exception could occur on line 126 if the length of argv[1] is not 43 characters or longer. So actually idxFlPthFlNm may only use index values 43 - 2147483646 .. but this still is a significant number of values that could cause an error (2147483403)and the indexes -1 to 42 would cause an error elsewhere. ---------------------------------------------------------------------------------------- Instance 6 (references the same section of code as above) There is no check on argument argv[1] which is copied to tlmFlPthFlNm on line 111, so any value given to main function that is not between length 0 and 200 in characters will cause qacFlPthFlNm to be accessed out of its bounds causing an array index out of bounds exception on line 141. In addition, a previous array index out of bounds exception could occur on line 126 if the length of argv[1] is not 43 characters or longer. So actually qacFlPthFlNm may only use index values 43 - 2147483646 .. but this still is a significant number of values that could cause an error (2147483403) and the indexes -1 to 42 would cause an error elsewhere. ---------------------------------------------------------------------------------------- Instance 7 (references the same section of code as above) There is no check on argument argv[1] which is copied to tlmFlPthFlNm on line 111 so any value given to main function that is not between length 0 and 200 in characters will cause errFlPthFlNm to be accessed out of its bounds causing an array index out of bounds exception on line 142. In addition, a previous array index out of bounds exception could occur on line 126 if the length of argv[1] is not 43 characters or longer. So actually errFlPthFlNm may only use index values 43 - 2147483646 .. but this still is a significant number of values that could cause an error (2147483403) and the indexes -1 to 42 would cause an error elsewhere. ---------------------------------------------------------------------------------------- Instance 8 - 10 sprintf could cause an array index out of bounds condition on line 489 by copying into cmd of size 200 a string that could potentially be of size 204 because errFlPthFlNm is 200 (there are 3 other characters in the string and the null character). Similar issues occur on lines 494 and 499. The code example: 487 if (errUpdtCnt == 0) { 489 sprintf(cmd, ""rm %s"", errFlPthFlNm); system(cmd); 491 } if (tlmUpdtCnt == 0) { 494 sprintf(cmd, ""rm %s"", tlmFlPthFlNm); system(cmd); } if ((tlmUpdtCnt == 0) && (errUpdtCnt == 0)) { 499 sprintf(cmd, ""rm %s"", idxFlPthFlNm); system(cmd); 501 } ---------------------------------------------------------------------------------------- Instance 11 sprintf could cause a buffer overflow on line 444. shmPtr->sFlsPkt[vcIdx][idx].flNm is declared on line 234 of qcp.r3.2.1/src/qcp.h and is an array of size 47. The other flNm (third argument of the sprintf statement) is declared on line 63 of qcp.r3.2.1/src/sharmem.h and is of size 50. It is 3 indexes larger presumably to contain a 3 character filename extension. However, there is an ADDITIONAL character that may not have been considered -- the '.' character. If there is a filename of the maximum size of 47 the flNm of size 50 (the third argument to the sprintf statement) may use index values 0..50 (whereas the only legal values are 0.49). Similar issues may cause the flNm of size 47 (shmPtr->sFlsPkt[vcIdx][idx].flNm) to use indexes 0..47 where 47 is not legal. The allowed possibility of the accessing of memory one index beyond the end of the arrays may be the result of not taking into account the '.' character taking up 1 space in addition to the three character filename extension. An additional issue is that no room is made for the trailing null character. In the event this filename extension is to ever be used with a function such as printf this could be another issue also. The code example: 444 sprintf(shmPtr->sFlsPkt[vcIdx][idx].flNm, ""%s.tlm"", flNm); ----------------------------------------------------------------------------------------",4/20/07
ProjectB - TIM - 2654,ProjectB Ground System: DDS QCP - qcpLog.c - possible buffer overflow,3,"2 (two) instances of a possible buffer overflow occur in file qcp.r3.2.1/src/qcpLog.c: ---------------------------------------------------------------------------------------- Instance 1 On line 62 sprintf can cause a buffer overflow by copying into lsFlNm of size 200 a string which can potentially be of size 220 because shmPtr->lsPth is 200 and shmPtr->qcpNm is 5 (there are 14 other characters in the string and the null character). The code example: 00062 sprintf(lsFlNm, ""%s%s_qcpLog_ls.res"", shmPtr->lsPth, shmPtr->qcpNm); ---------------------------------------------------------------------------------------- Instance 2 On line 64, sprintf can cause a buffer overflow by copying into cmd of size 200 a string which can potentially be of size 208 because shmPtr->logFlPth is 200 and adding in the characters 'm', 'k', 'd', 'I', 'r', ' ', '-', 'p', ' ', and the null character could cause overflow if the logFlPth is of maximum allowed size. The code example: 00064 sprintf(cmd, ""mkdir -p %s"", shmPtr->logFlPth); ----------------------------------------------------------------------------------------",4/20/07
ProjectB - TIM - 2653,ProjectB Ground System: DDS QCP - qcpFlInDb.c - possible buffer overflow,3,"6 (six) instances of a possible buffer overflow occur in file qcp.r3.2.1/src/qcpFlInDb.c: ---------------------------------------------------------------------------------------- Instance 1 On line 143, sprintf can cause a buffer overflow by copying into chkPth of size 80 a string which can potentially be of size 93 because shmPtr->oPath is 80 and shmPtr->insName[][] is of size at least 1 (add this to characters always present: '/', 'i', 'n', 'd', 'e', 'x', '/', 'B', 'A', 'C', 'K', 'U', 'P', '/' and the null character). If the third and fourth sprintf arguments reach their maximum size there can be a buffer overflow. The code example: 00143 sprintf(chkPth, ""%s%s/index/BACKUP/"", shmPtr->oPath, &shmPtr->insName[shmPtr->pInsId][0]); ---------------------------------------------------------------------------------------- Instance 2 On line 144, sprintf can cause a buffer overflow by copying into IsFlNm of size 80 a string which potentially can be of size 218 because shmPtr->lsPth is 200 and shmPtr->qcpNm is 5 and there are other characters in the string. The code example: 00144 sprintf(lsFlNm, ""%s%s_qcpFlDb_ls.res"", shmPtr->lsPth, shmPtr->qcpNm); ---------------------------------------------------------------------------------------- Instance 3 On line 234, sprintf can cause a buffer overflow by copying into lsFlNm of size 80 a string which potentially can be of size 226 because shmPtr->lsPth is 200 and shmPtr->qcpNm is 5 (there are also 20 other characters in the string and the null character). The code example: 00234 sprintf(lsFlNm, ""%s%s_qcpFlDb_rsrt_ls.res"", shmPtr->lsPth, shmPtr->qcpNm); ---------------------------------------------------------------------------------------- Instance 4 On line 238, sprintf can cause a buffer overflow by copying into chkPth of size 80 a string which can potentially be of size 91 because shmPtr->oPath is 80 and shmPtr->insName[][] is of size at least 1and x is of size 1 and there are other characters in the string. The code example: 00238 sprintf(chkPth, ""%s%s/index/QCP%d/"", shmPtr->oPath, &shmPtr->insName[shmPtr->pInsId][0], x); ---------------------------------------------------------------------------------------- Instance 5 On line 288, sprintf can cause a buffer overflow by copying into lsFlNm of size 80 a string which can potentially be of size 226 because shmPtr->lsPth is 200 and shmPtr->qcpNm is 5 (there are also 20 other characters in the string and the null character). The code example: 00288 sprintf(lsFlNm, ""%s%s_qcpFlDb_rsrt_ls.res"", shmPtr->lsPth, shmPtr->qcpNm); ---------------------------------------------------------------------------------------- Instance 6 On line 290, sprintf can cause a buffer overflow by copying into chkPth of size 80 a string which can potentially be of size 100 because shmPtr->oPath is 80 and &shmPtr->insName[][] is of size at least 1 (x can be 8 and there are 11 other characters and the null character) . The code example: 00290 sprintf(chkPth, ""%s%s/index/QCP%d/"", shmPtr->oPath, &shmPtr->insName[shmPtr->pInsId][0], x); ----------------------------------------------------------------------------------------",4/20/07
