TIM_Id,Subject,Severity,Description,Initiation_Date
ProjectC - TIM - 1244,Incorrect Trace for Electrical Section 1.2.3 of TIM Rqts Traceability Matrix document,3,"Electrical Section 1.2.3 of the TIM Rqts Traceability Matrix document states: ""Duration less than 10 ÌÂs"" is traced to TIM ICD requirement 9.1.5. There is no mention of 10 ÌÂs in TIM ICD requirement 9.1.5.",12/13/06
ProjectC - TIM - 1236,Requirement 2.23.12 Is Not Mapped to Test Case in Glory FSW Test Plan,3,"PIP Requirement 2.23.12 states: ""The FSW shall provide time to the TIM System that is synchronized to the spacecraft time to within 5-millisec nominally."" This requirement is indicated to be verified via test, however, no test case is mapped to it in the Glory Flight Software Test Plan document (S919-4911 Rev -, 7/20/2006).",10/24/06
ProjectC - TIM - 1235,Requirement 2.29.06 Is Not Listed in Glory FSW Test Plan Document,3,"PIP Requirement 2.29.06 states: ""The FSW shall stop monitoring all APS telemetry points after an APS telemetry point exceeds the specified criteria."" This requirement is not listed in the Glory Flight Software Test Plan document (S919-4911 Rev -, 7/20/2006). This requirement is included in the PIP Flight Software Requirements Specification document (S919-SRS4930, Rev -, 7/10/2006), but was not included in the Test Plan document.",10/24/06
ProjectC - TIM - 1234,Requirement 3.12.01 Is Not Mapped to Test Case From Glory FSW Test Plan,3,"PIP Requirement 3.12.01 states: ""FSW shall provide command, telemetry, and processing capability for the Star Tracker."" This requirement in not mapped to any test case in the Glory Flight Software Test Plan document (S919-TP4911 Rev -, 7/20/2006). Additionally, this requirement is not indicated to be verified through Documentation, Analysis or Inspection.",10/24/06
ProjectC - TIM - 1233,Requirement 2.19.01 Is Not Mapped to Test Case From Glory FSW Test Plan,3,"PIP Requirement 2.19.01 states: ""The FSW shall use the 1Hz clock to initiate the bus schedule."" This requirement in not mapped to any test case in the Glory Flight Software Test Plan document (S919-TP4911 Rev -, 7/20/2006). Additionally, this requirement is not indicated to be verified through Documentation, Analysis or Inspection.",10/24/06
ProjectC - TIM - 1232,ADACS FSW Requirement Specification Requirement 3.06.09 Does Not Specify Who Should Perform Command,3,"ADACS FSW Requirement Specification Requirement 3.06.09 states: ""The FSW shall switch to a new uploaded FSW image when commanded."" The requirement states it shall be commanded, but does not specify by whom (ground, software, or both).",10/24/06
ProjectC - TIM - 1231,C&DH FSW Requirement Specification Requirement 1.16.04 Should Specify What Is Used For Software Validation,3,"C&DH FSW Requirement Specification Requirement 1.16.04 states: ""FSW shall validate the SW Subsystem and/or SW Component destination(s) of incoming Telecommand Source Packets."" This requirement states that a FSW will validate the SW Subsystem/SW component destination(s), but doesn't indicate what resource it will use to validate them.",10/24/06
ProjectC - TIM - 1230,C&DH FSW Requirement Specification Requirement 1.16.03 Should Specify What Is Used For Sizing Validation,3,"C&DH FSW Requirement Specification Requirement 1.16.03 states: ""FSW shall validate the size of incoming Telecommand Source Packets."" This requirement states that the size of the Telecommand Source Packets will be validated, but doesn't indicate what resource it will use to validate it.",10/24/06
ProjectC - TIM - 1229,C&DH FSW Requirement Specification Requirement 1.01.18 Should Include the Parameter Validation Criteria,3,"C&DH FSW Requirement Specification Requirement 1.01.18 states: ""FSW shall only perform commands that pass parameter validation."" This requirement indicates that parameter validation takes place, but does not indicate a source that lists the validation criteria.",10/24/06
ProjectC - TIM - 1227,C&DH FSW Requirement Specification Requirement 1.05.23 Contains General Reference to 2 Separate Commands,3,"C&DH FSW Requirement Specification Requirement 1.05.23 states: ""FSW shall require two (2) separate commands in to power up an RF transmitter."" This requirement indicates that 2 separate commands will be performed, but doesn't indicate which commands would be performed.",10/24/06
ProjectC - TIM - 1226,C&DH FSW Requirement Specification Requirement 1.02.07 Includes Generic Reference to a Ground Command,3,"C&DH FSW Requirement Specification Requirement 1.02.07 states: ""FSW shall only exit S/C Safehold mode via a specific ground command."" This requirement includes a general reference to a ""specific ground command"".",10/24/06
ProjectC - TIM - 1225,C&DH FSW Requirement Specification Requirement 1.01.22 Indirectly References a Higher Level Requirement Containing a TBR,3,"C&DH FSW Requirement Specification Requirement 1.01.22 states: ""FSW shall have the capability to suspend the affected components before activating the software patch."" A search of other parent documents (upon which this document depends) for the ""software patch"" term, shows that the Space to Ground ICD document references (10.6.2 states: ""The Software Patch Command Format can be found in the (TBR) document.""). Because of the dependency of these requirements on a parent document, it puts this requirement in a higher risk category.",10/24/06
ProjectC - TIM - 1224,C&DH FSW Requirement Specification Requirement 1.17.42 Should Include List of Emergency Conditions,3,"C&DH FSW Requirement Specification Requirement 1.17.42 states: ""FSW shall configure the downlink Card for 3.90625 Kbps, convolutionally encoded, Sband transmission of real-time S/C SOH by default, for beaconing, and under all emergency conditions."" This requirement mentions ""all emergency conditions"" but doesn't list or reference a list of the emergency conditions.",10/24/06
ProjectC - TIM - 1221,"C&DH FSW Requirement Specification Requirement 1.01.17 Includes Generic Term ""as appropriate""",3,"C&DH FSW Requirement Specification Requirement 1.01.17 states: ""FSW shall validate each command's parameter fields, as appropriate, prior to execution."" The term ""as appropriate"" needs to be replaced with more specific wording.",10/24/06
ProjectC - TIM - 1220,C&DH FSW Requirement Specification Requirement 1.18.06 Does Not Specify Who Should Issue Request,3,"C&DH FSW Requirement Specification Requirement 1.18.06 states: ""GPSR Position message requests shall be enabled or disabled by command."" This requirement mentions a command will be issued, but does not specify who (ground, software, both) issues the request.",10/24/06
ProjectC - TIM - 1218,C&DH FSW Requirement Specification Requirement 1.18.12 Does Not Specify Who Should Issue Request,3,"C&DH FSW Requirement Specification Requirement 1.18.12 states: ""The CDH SW shall forward the GPSR PVT initialization message to the ADACS SW Subsystem upon request."" This requirement mentions a request will be issued, but does not specify who (ground, software, both) issues the request.",10/24/06
ProjectC - TIM - 1217,C&DH FSW Requirement Specification Requirement 1.17.60 Does Not Specify What Command is Received,3,"C&DH FSW Requirement Specification Requirement 1.17.60 states: ""FSW shall exit the Beacon state upon receipt of a ground command."" This requirement states that a ground command is sent, but doesn't specify what command is sent.",10/24/06
ProjectC - TIM - 1216,C&DH FSW Requirement Specification Requirement 1.17.59 Does Not Specify What Command is Received,3,"C&DH FSW Requirement Specification Requirement 1.17.59 states: ""FSW shall enter the Beacon state upon receipt of a ground command."" This requirement states that a ground command is sent, but doesn't specify what command is sent.",10/24/06
ProjectC - TIM - 1215,C&DH FSW Requirement Specification Requirement 1.17.45 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.45 states: ""FSW shall exit the communication event state if its duration has been reached without receiving a command to exit this state."" This requirement indicates it will receive a command to exit this state, but does not indicate who issued the command (ground, software, both).",10/24/06
ProjectC - TIM - 1214,C&DH FSW Requirement Specification Requirement 1.17.44 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.44 states: ""When commanded, the FSW shall configure the S-Band transponder for a 62.5 Kbps data rate."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1213,C&DH FSW Requirement Specification Requirement 1.17.43 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.43 states: ""When commanded, the FSW shall configure the S-Band transponder for a 3.90625 Kbps data rate."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1212,C&DH FSW Requirement Specification Requirement 1.17.28 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.28 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route TIM Instrument/Science PlayBack data on Virtual Channel VC-18 over the X-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1211,C&DH FSW Requirement Specification Requirement 1.17.27 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.27 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route APS/CC Instrument/Science PlayBack data on Virtual Channel VC-17 over the X-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1210,C&DH FSW Requirement Specification Requirement 1.17.26 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.26 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route SSR Stored SOH telemetry data on Virtual Channel VC-16 over the X-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1209,C&DH FSW Requirement Specification Requirement 1.17.25 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.25 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route Non-realtime telemetry data on Virtual Channel VC-8 over the X-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1208,C&DH FSW Requirement Specification Requirement 1.17.24 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.24 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route realtime Cloud Camera2 SOH telemetry data on Virtual Channel VC-5 over the X-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1207,C&DH FSW Requirement Specification Requirement 1.17.23 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.23 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route realtime Cloud Camera1 SOH telemetry data on Virtual Channel VC-4 over the Xtransmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1206,C&DH FSW Requirement Specification Requirement 1.17.22 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.22 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route realtime APS SOH telemetry data on Virtual Channel VC-3 over the X-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1205,C&DH FSW Requirement Specification Requirement 1.17.21 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.21 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route realtime TIM SOH telemetry data on Virtual Channel VC-2 over the X-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1204,C&DH FSW Requirement Specification Requirement 1.17.20 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.20 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route realtime SOH telemetry data on Virtual Channel VC-1 over the X-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1203,C&DH FSW Requirement Specification Requirement 1.17.19 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.19 states: ""When commanded, the FSW shall configure the X-Band transponder for a 40 Mbps data rate."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1202,C&DH FSW Requirement Specification Requirement 1.17.15 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.15 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route TIM Instrument/Science PlayBack data on Virtual Channel VC-18 over the S-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1201,C&DH FSW Requirement Specification Requirement 1.17.14 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.14 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route APS/CC Instrument/Science PlayBack data on Virtual Channel VC-17 over the S-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1200,C&DH FSW Requirement Specification Requirement 1.17.13 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.13 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route SSR Stored SOH telemetry data on Virtual Channel VC-16 over the S-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1199,C&DH FSW Requirement Specification Requirement 1.17.12 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.12 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route Non-realtime telemetry data on Virtual Channel VC-8 over the S-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1198,C&DH FSW Requirement Specification Requirement 1.17.11 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.11 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route realtime Cloud Camera2 SOH telemetry data on Virtual Channel VC-5 over the S-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1197,C&DH FSW Requirement Specification Requirement 1.17.10 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.10 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route realtime Cloud Camera1 SOH telemetry data on Virtual Channel VC-4 over the S-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1196,C&DH FSW Requirement Specification Requirement 1.17.09 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.09 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route realtime APS SOH telemetry data on Virtual Channel VC-3 over the S-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1195,C&DH FSW Requirement Specification Requirement 1.17.08 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.08 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route realtime TIM SOH telemetry data on Virtual Channel VC-2 over the S-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1194,C&DH FSW Requirement Specification Requirement 1.17.07 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.07 states: ""When commanded, the FSW shall configure the downlink Card FPGA Interface to route realtime SOH telemetry data on Virtual Channel VC-1 over the S-Band transmitter."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1193,C&DH FSW Requirement Specification Requirement 1.17.06 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.17.06 states: ""When commanded, the FSW shall configure the S-Band transponder for a 2 Mbps data rate."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1192,C&DH FSW Requirement Specification Requirement 1.15.02 Should Specify Who Performs Command,3,"C&DH FSW Requirement Specification Requirement 1.15.02 states: ""When commanded, FSW shall retrieve all or a specific subset of records stored in a Mass Memory partition."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1191,C&DH FSW Requirement Specification Requirement 1.13.18 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.13.18 states: ""FSW shall delete or remove a range of commands from the Command Schedule on command."" The requirement states it shall be done on command, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1190,C&DH FSW Requirement Specification Requirement 1.13.17 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.13.17 states: ""FSW shall delete or remove a specific command from the Command Schedule on command."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1189,C&DH FSW Requirement Specification Requirement 1.13.15 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.13.15 states: ""On command, the FSW shall empty the Command Schedule and load a default Command Schedule."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1188,C&DH FSW Requirement Specification Requirement 1.06.02 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.06.02 states: ""FSW shall switch to a new uploaded FSW image when commanded."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1187,C&DH FSW Requirement Specification Requirement 1.05.13 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.05.13 states: ""The FSW shall synchronize the software time to the S/C 1Hz and RTC clock by command."" The requirement states the clock will be synchronized by command, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1186,C&DH FSW Requirement Specification Requirement 1.04.35 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.04.35 states: ""FSW shall store Detailed Telemetry generated on board to the specified destination when commanded."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1185,C&DH FSW Requirement Specification Requirement 1.04.34 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.04.34 states: ""FSW shall collect S/C Detailed telemetry on command."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1184,C&DH FSW Requirement Specification Requirement 1.04.32 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.04.32 states: ""FSW shall store MTT telemetry generated on board to the specified destination when commanded."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1183,C&DH FSW Requirement Specification Requirement 1.04.31 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.04.31 states: ""FSW shall collect S/C MTT telemetry on command."" The requirement states it shall happen ""on command"", but does not specify who (ground, software, or both) initiates the command.",10/24/06
ProjectC - TIM - 1182,C&DH FSW Requirement Specification Requirement 1.04.15 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.04.15 states: ""FSW shall collect H/W Component telemetry when commanded."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/19/06
ProjectC - TIM - 1181,C&DH FSW Requirement Specification Requirement 1.04.14 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.04.14 states: ""FSW shall collect S/W Subsystem telemetry when commanded."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/19/06
ProjectC - TIM - 1180,C&DH FSW Requirement Specification Requirement 1.02.03 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.02.03 states: ""FSW shall have the capability to be commanded to perform a software reset."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/19/06
ProjectC - TIM - 1179,C&DH FSW Requirement Specification Requirement 1.02.02 Does Not Specify Who Should Perform Command,3,"C&DH FSW Requirement Specification Requirement 1.02.02 states: ""FSW shall have the capability to be commanded to not reset the watch-dog timer."" The requirement states it shall be commanded, but does not specify who (ground, software, or both) initiates the command.",10/19/06
ProjectC - TIM - 1178,C&DH FSW Requirement Specification Requirement 1.01.25 Does Not Specify Who Should Send The Command,3,"C&DH FSW Requirement Specification Requirement 1.01.25 states: ""FSW shall exit the communication event state upon receipt of a command."" This requirement mentions the receipt of a command, however, it does not specify who (ground, software, both) initiates the command.",10/19/06
ProjectC - TIM - 1177,C&DH FSW Requirement Specification Requirement 1.01.24 Does Not Specify Who Should Send The Command,3,"C&DH FSW Requirement Specification Requirements 1.01.24 states: ""FSW shall enter the communication event state upon receipt of a command."" This requirement mentions the receipt of a command, however, it does not specify who (ground, software, both) initiates the command.",10/19/06
ProjectC - TIM - 1176,C&DH FSW Requirement Specification Requirements Refers to Operational C&DH Modes That Are Not Specified,3,"Several C&DH FSW Requirement Specification Requirements make reference to ""all operational CDH modes"". There is no reference to operational CDH modes in this or any other Glory documentation. The following is a list of requirements that contain this term: 1.04.05, 1.04.06, 1.04.07, 1.04.08, 1.04.09, 1.04.10, 1.04.11, 1.04.12, 1.05.18, 1.05.19, 1.05.20, 1.05.21, 1.05.22, 1.16.02, 1.17.02, 1.17.03",10/19/06
ProjectC - TIM - 1175,ADACS FSW Requirement Specification Requirements Refer to Operational ADACS Modes That Are Not Specified,3,"Several requirements within the ADACS FSW Requirements Specification document reference ""all operational ADACS modes"". These modes have not been listed or referenced elsewhere. The following are the requirement id's: 3.04.02, 3.04.03, 3.04.04, 3.04.05, 3.04.06, 3.04.07, 3.05.02, 3.05.03, 3.05.04, 3.05.05, 3.05.06, 3.05.07, 3.08.02, 3.12.02, 3.12.03, 3.30.02, 3.30.03, 3.31.02, 3.31.03, 3.32.02, 3.33.02, 3.33.03",10/19/06
