TIM_Id,Subject,Severity,Description,Initiation_Date
ProjectA - TIM - 2102,L3-SFS-887 incomplete traceability to the L4 requirements,3,"According to the project DOORS database snapshot provided to the IV&V team, the only incoming link for L2-FPR-105 is from L3-SFS-887. L3-SFS-887 has incoming links from L4-ACS-204 and L4-ACS-232, and an internal link from L3-SFS-1008, which is Engine-specific. Although, L3-SFS-887 implies applicability to all “flight system processors”, its incoming links are specific to ACS and Engine. Therefore, L3-SFS-887 is missing links from the L4 OBC, UPL, and possibly ACE requirements. Consequently, the traceability for L2-FPR-105 from L2-to-L3-to-L4 is incomplete as well. Referenced Requirements: [L2-FPR-105] No single failure of a science instrument shall cause permanent loss of data of the other science instrument data. Child of L2-FPR-105: [L3-SFS-887] The Flight System shall have Fault Containment Regions (FCR) around each of the following flight system sections: [HW] CEU, ACE, ACE peripherals (reaction wheel, gyro, thruster, sun sensor, SADE/SADA) , SDST, PDU/HVEA, EngCntrl, EngCntrl peripherals (PPU, thruster, gimbal assembly, XFA), and Instruments (FC, VIR, GRaND) - [SW] flight system processors. Related to L3-SFS-887: [L3-SFS-2580] A FCR is a region (component or specific zone) of the Flight System defined for the purpose of fault analysis to ensure redundancy and cross strapping are applied in a way that allow the SFT requirements to be met. Child of L3-SFS-887: [L4-ACS-232] A failure of an ACS component shall not propagate to any other component or subsystem on the spacecraft. [L4-ACS-204] Fault detection and correction (FDC) logic shall be implemented in the ACS software for the star trackers, the IRU, the RWAs, the CSS, the SADs / POTs, and the RCS thrusters. A violation of any of these component FDC tests, if enabled, shall result in a Telemetry Monitor (TMON) flag being set to TRUE, which will signal the Fault Protection (FP) system to initiate the appropriate corrective action. [L3-SFS-1008] Spacecraft Engine failures shall not propagate to other Spacecraft subsystems. Child of L3-SFS-1008: NONE",6/26/06
ProjectA - TIM - 2101,L3-SFS-2725 and L3-SFS-886 incomplete traceability to L4 requirements,3,"According to the project DOORS database snapshot provided to the IV&V team, the only incoming link for L2-FPR-106 is from L3-SFS-2725, which only has an incoming link from L3-SFS-886. Although L3-SFS-886 has flight software implications, there are no incoming links from the L4 requirements documents. Since L3-SFS-2725 is more specific than its child, L3-SFS-886, the traceability for both requirements is incomplete. Referenced Requirements: [L2-FPR-106] To meet minimum mission requirements, no single failure of the Flight System shall cause the loss of more than one science instrument. Child of L2-FPR-106: [L3-SFS-2725] No single failure of the Flight System shall cause the loss of more than one Science instrument. Child of L3-SFS-2725: [L3-SFS-886] The Flight System subsystems shall be single fault tolerant.",6/26/06
ProjectA - TIM - 2099,L2-PRD-712 inconsistent with L3-SFS-1985,3,"According to the project DOORS database snapshot provided to the IV&V team, L2-PRD-712 has a link from L3-SFS-1985. L2-PRD-712 requires the functionality ""to estimate the inertial attitude of the spacecraft +Z axis, with a pointing knowledge error of better than 0.250 mrad per axis; whereas, L3-SFS-1985 specifies the capability to ""estimate…the inertial attitude of either imaging camera's mounting reference, with a real-time pointing knowledge error of better than 0.9 mrad (0.052 deg) per axis."" It appears the parent and child requirements are inconsistent. However, possibly these two requirements have different contexts, since the child is written specific to the imaging camera; whereas, the parent is applicable to the entire spacecraft +Z axis. If L2-PRD-712 is not applicable to L3-SFS-1985, then the trace is invalid. Referenced Requirements: [L2-PRD-712] Allocation: The Spacecraft System shall be able to estimate the inertial attitude of the spacecraft +Z axis, with a pointing knowledge error of better than 0.250 mrad per axis (3 sigma, zero-to-peak). Child of L2-PRD-712: [L3-SFS-1985] The Spacecraft System shall be able to estimate, record, and telemeter the inertial attitude of either imaging camera's mounting reference, with a real-time pointing knowledge error of better than 0.9 mrad (0.052 deg) per axis (3 sigma, zero-to-peak). Note: The knowledge error is defined as the difference between the estimated and actual pointing.",6/26/06
ProjectA - TIM - 2098,Build 5.1 OBC Code: Symbol 'tbl_ptr' and 'sm_cond_commit_crc' not initialized,3,"Based upon IV&V verification, variable 'tbl_ptr' and 'sm_cond_commit_crc' appears to have been used before they were initialized. The variables should be initialized to some known state before being used. FlexeLint Message # 530: Symbol 'tbl_ptr' (line 733) not initialized Symbol 'sm_cond_commit_crc' (line 1709) not initialized FlexeLint Message # 530 Description: An auto variable was used before it was initialized. Source Code References: File - sm_tbl.c Line # 985: sm_table_cntrl.checksum = SM_compute_dword_checksum ( tbl_ptr, sm_table_cntrl.wsize >> 1 ) ; Line # 1920: totDesc.crc = sm_cond_commit_crc;",12/21/05
ProjectA - TIM - 2097,Build 5.1 OBC Code: loss of sign in assigning an integer to an unsigned long,3,"Based upon IV&V verification it appears as though there is a possible loss of sign when assigning an integer to an unsigned long. ""bufSize"" is an unsigned double word. ""size"" is an integer. ""size"" is assigned the value of ""bufSize"" minus one, which is fine. If ""bufSize"" holds the lowest possible value of zero, then ""size"" would then be assigned the value of negative one. Based upon the following if conditional, ""bufSize"" can then be reassigned the value of ""size"". If in fact ""size"" holds the value of negative one, then the sign would be lost when assigning the value to ""bufSize"". FlexeLint Message #732: Loss of sign (assignment) (int to unsigned long) FlexeLint Message #732 Description: An assignment (or implied assignment, see Context) is made from a signed quantity to an unsigned quantity. Also, it could not be determined that the signed quantity had no sign. For example: u = n; /* Info 732 */ u = 4; /* OK */ where u is unsigned and n is not, warrants a message only for the first assignment, even though the constant 4 is nominally a signed int. Make sure that this is not an error (that the assigned value is never negative) and then use a cast (to unsigned) to remove the message. sm_tbl.c (Lines 2578 - 2589): /* Decrement size */ size -= bufSize; /* Determine the next bufSize */ if( size < AS_EEPROM_PAGE_SIZE ) { bufSize = size; } else { bufSize = AS_EEPROM_PAGE_SIZE; }",12/21/05
ProjectA - TIM - 2096,OBC Build 5.1 Code: Unusual pointer cast,3,"In sm_main.c there is an unusual pointer cast on line 744 in the call to SM_tbl_load. line 744: if ( do_load == TRUE ) { SM_tbl_load ( ( sm_tbl_load_fmt * ) sm_cmd_pkt ) ; } The variable sm_cmd_pkt is defined as type sm_cmd_pkt_fmt. where sm_cmd_pkt_fmt is defined as: typedef struct { seds_packet_header_type hdr ; cmd_sec_header_type sec_hdr ; u_word data_load [ SM_MAX_PKT_WSIZE ] ; } sm_cmd_pkt_fmt ; Function SM_tbl_load accepts a paramter of type sm_tbl_load_fmt, which is defined as: typedef struct { seds_packet_header_type hdr ; cmd_sec_header_type sec_hdr ; u_word offset ; u_word num_words ; u_word spare ; u_word load_data [ SM_MAX_DATA_WSIZE ] ; } sm_tbl_load_fmt ; This type of pointer casting with the 'C' language is legal, but is unusual. It is difficult to assess via manual code inspection, whether this unusual casting will result in a software error. This particular issue was flagged by the FlexeLint tool. There are similar unusual pointer casts on lines 307, 311, 315, 319, 323, 338, and 508 of sm_main.c.",12/21/05
ProjectA - TIM - 2095,OBC Build 5.1 Code: Unusual pointer cast,3,"In scstate.c there is an unusual pointer cast on line 604. line 604: cmd_ptr = ( sc_rts_command_header_type *)&rts_buffers[rts_num][cmd_offset]; The variable cmd_ptr is defined as: sc_rts_command_header_type *cmd_ptr; where sc_rts_command_header_type is defined as: typedef struct { sc_rel_time_tag_type time_tag; seds_packet_header_type header; cmd_sec_header_type sec_hdr; } sc_rts_command_header_type; Variable rts_buffers is defined as: u_word rts_buffers[ SC_NUMBER_OF_RTS ][ SC_RTS_BUFF_SIZE ] = { ... This type of pointer casting with the 'C' language is legal, but is unusual. It is difficult to assess via manual code inspection. This particular issue was flagged by the FlexeLint tool.",12/21/05
ProjectA - TIM - 2094,OBC Build 5.1 Code: Unusual pointer cast,3,"In ts_tlm.c there is an unusual pointer cast on lines 933 and 937. if ( ( ( packet_header_type * ) &( tlm_packet_Ptr->pri_header ) )->sec_hdr_flag) { line 933: mon_point_val = TSt_mon_stripper ( ( packet_offset_type * ) tlm_packet_Ptr->data); } else { line 937: mon_point_val = TSt_mon_stripper ( ( packet_offset_type * ) ( ( ts_tlm_packet_type_no_sec_hdr * )( tlm_packet_Ptr ) )->data); } The variable mon_point_val is defined as: mon_point_val_type mon_point_val; where mon_point_val_type is a dword. Variable tlm_packet_Ptr is defined to be of type ts_tlm_packet_type: typedef struct { seds_packet_header_type pri_header; time_code_sec_hdr_type sec_header; u_word data [MAX_PACKET_DATA_LEN]; } ts_tlm_packet_type; ts_tlm_packet_type_no_sec_hdr is defined as: typedef struct { seds_packet_header_type pri_header; u_word data [MAX_PACKET_DATA_LEN]; } ts_tlm_packet_type_no_sec_hdr; packet_offset_type is defined as: typedef u_byte packet_offset_type; This type of pointer casting with the 'C' language is legal, but is unusual. It is difficult to assess via manual code inspection. This particular issue was flagged by the FlexeLint tool.",12/21/05
ProjectA - TIM - 2093,UPL Build 5.1 Code: 'WORDS_PER_MONITOR' macro usage inconsistent with description,3,"The file tspk.h line 62 defines MAX_MONITOR_POINTS as ‘48’. Line 68 defines WORDS_PER_MONITOR as ((MAX_MONITOR_POINTS+15)/16). The comment on line 67 indicates the purpose of WORDS_PER_MONITOR is to “Add 1 when MAX_MONITOR_POINTS is not evenly divisible by 16.” Since the value assigned to MAX_MONITOR POINTS is evenly divisible by 16, this suggests the UPLC FSW should never use WORDS_PER_MONITOR. However, the WORDS_PER_MONITOR macro is used by the files ts_cmd.c and ts_tlm.c in several cases. Assuming the comment on line 67 is being interpreted correctly, the multiple usages of WORDS_PER_MONITOR seem contrary to the intended purpose of this macro. Referenced Source Code: File - tspkt.h: 57: /* Defines the number of telemetry monitors. 58: 59: This define is used to size the support types and structures for the 60: Telemetry and Statistics Task. */ 61: 62: #define MAX_MONITOR_POINTS 48 63: 64: /* ts_monitors_fmt is a bit array type used throughout the TS code. 65: It is sized one bit for each monitor point. 66: 67: Add 1 when MAX_MONITOR_POINTS is not evenly divisible by 16 */ 68: #define WORDS_PER_MONITOR ((MAX_MONITOR_POINTS+15)/16)",12/19/05
ProjectA - TIM - 2092,OBC Build 5.1 Code: possible data overrun for function 'memcpy',3,"The file vm_memory_adapt.c defines the function ‘memcpy_d32_safe’ on lines 600-637, which is a modified version of the standard library function ‘memcpy’. Line 402 of the file vm_if_cmd.c contains a call to ‘memcpy_d32_safe’ in which the source data type is bigger than the target data type. This could potentially cause a data overrun. In addition, the standard library function ‘memcpy’ is redefined in terms of the function ‘memcpy_d32_safe’ by several source code files. However, line 634 within the definition of ‘memcpy_d32_safe’ contains a call to ‘memcpy’. Build 5.1 FlexeLint Message: Apparent data overrun for function 'memcpy(void *, const void *, unsigned int)', argument 3 (size=264) exceeds argument 1 (size=256) [Reference: file vm_if_cmd.c: line 402] FlexeLint Message ID #419 Referenced Source Code: File - ../vm/src/vm_memory_adapt.c: 600: void *memcpy_d32_safe(void *dest_ptr, const void *source_ptr, size_t len) 601: { 602: boolean dest_within_dram; 603: boolean source_within_dram; 604: 605: unsigned int size; 606: unsigned int remaining_bytes; 607: unsigned int max_shiftable_size; 608: 609: uint8_t *dest_d8_ptr; 610: const uint8_t *source_d8_ptr; 611: 612: dest_within_dram = within_dram(dest_ptr); 613: source_within_dram = within_dram(source_ptr); 614: 615: if (dest_within_dram || source_within_dram) 616: { 617: source_d8_ptr = source_ptr; 618: dest_d8_ptr = dest_ptr; 619: remaining_bytes = len; 620: 621: while (remaining_bytes > 0) 622: { 623: max_shiftable_size = COPY_BUFFER_SIZE - CHUNK_SIZE; 624: size = min(remaining_bytes, max_shiftable_size); 625: 626: copy_d32_safe(size, source_d8_ptr, dest_d8_ptr); 627: 628: remaining_bytes = remaining_bytes - size; 629: source_d8_ptr = source_d8_ptr + size; 630: dest_d8_ptr = dest_d8_ptr + size; 631: } 632: } 633: else 634: memcpy(dest_ptr, source_ptr, len); 635: 636: return dest_ptr; 637: } File - ../vm/src/vm_if_cmd.c: 381: SBret_status vm_send_seqcmd_tlm(vm_cmd_pkt_fmt *ccsds_cmd) : 401: /* Fill data section with the CCSDS CMD sent to S/C by VMLFC */ 402: memcpy_d32_safe(&vm_tlm_send.data_seq_load, ccsds_cmd, sizeof(vm_cmd_pkt_fmt));",12/19/05
ProjectA - TIM - 2090,OBC Build 5.1 Code: variable 'vm_10Hz_frame_delay’ tested against out-of-range value,3,"The file vm_main.c line 254 tests the variable ‘vm_10Hz_frame_delay’, defined as unsigned short (16 bits), against the constant ‘VM_18HRS_COMP’, defined as ‘68400’ (17 bits). Build 5.1 FlexeLint Message: Constant out of range for operator '>=' FlexeLint Message ID #650 Referenced Source Code: File - ../vm/src/vm_main.c: 135: #define VM_18HRS_COMP 68400 /* Roll-over number - 18 Hours (Secs) */ : 153: u_word vm_10Hz_frame_delay; /* Dynamic cntr */ : 253: /* Reset Major Frame Rate Cntr after 18 Hrs */ 254: if( vm_10Hz_frame_delay >= VM_18HRS_COMP) { 255: vm_10Hz_frame_delay = 0; 256: } File - ../packets/fdstypes.h 22: typedef unsigned short u_word; /* 16 bits unsigned */",12/19/05
ProjectA - TIM - 2087,OBC Build 5.1 Code: function 'check_to_report_tag' missing return value,3,"The file vm_if_cmd.c defines the function ‘check_to_report_tag’ on lines 296-375. This function specifies a return value of type ‘vm_cmd_opcode_type’. However, if the condition on line 310 is satisfied, the function exits without a return value on line 311. This becomes a problem on line 183 within the same file, when the function ‘cmd_send’ calls ‘vm_cmd_opcode_type’ and assigns the undefined return value to another variable. Build 5.1 FlexeLint Message: function 'check_to_report_tag(int, const unsigned char *)' should return a value (see line 296) FlexeLint Message ID #533 Referenced Source Code: File - ../vm/src/vm_if_cmd.c: 151: int cmd_send(int source, const uint8_t *cmd_ptr) : 182: /* Check to report TAGs */ 183: tag_opcode = check_to_report_tag(source, cmd_ptr); 184: /* Send S/C SEQ Command to SW Bus which will */ 185: /* route it to the specified task */ 186: /* The SWBus will provide a dispatch status only */ 187: /* Yet, send only valid commands */ 188: if((vm_extract_ccsds_part.hdr.packet_id & CMD_VALID) 189: && (tag_opcode == NOT_A_TAG)) : 296: vm_cmd_opcode_type check_to_report_tag(int cmd_source_id, const uint8_t *cmd_ptr) 297: { 298: 299: const uint8_t *parm_ptr; 300: vm_cmd_opcode_type opcode; 301: char function_name[VM_NUM_SYMBOL_CHARS]; 302: char return_value[VM_NUM_CMD_RETURN_STRING_CHARS]; 303: Event_Message_ID evr_info; 304: u_dword evr_id; 305: 306: 307: memset(function_name, 0, VM_NUM_SYMBOL_CHARS); 308: memcpy_d32_safe(&opcode, cmd_ptr, sizeof(opcode)); 309: 310: if (cmd_source_id < 0 || cmd_source_id >= VM_NUM_ENGINES) 311: return;",12/19/05
ProjectA - TIM - 2085,Build 5.1.1 OBC Code: Version Conflict of eepromImage.bld Referenced by Build 5.1 SMD,4,"The project has produced OBC Software Media Descriptions (SMDs) Revisions C, F, G, K, and L to support the OBC Builds 3.0, 4.0, 5.0, 5.1, and 5.1 respectively, which represents all builds delivered to the NASA IV&V Facility. All of these SMDs contain a Section 6.2.1: Build Procedure for RAD6000. Step 2 of this procedure requires the use of the “build” file, ‘eepromImage.bld’, which serves as the parent “make-like” file for building the RAD6000 version of the OBC FSW, by defining a set of global preprocessor directives and specifying the module-level .bld files responsible for building the individual OBC FSW modules. Revision C of the SMD indicates version 1.8 of the file eepromImage.bld is applicable to the Build 3.0 OBC code, which has evolved to version 1.12 in the Revision K of the SMD applicable to the Build 5.1 OBC code. Between the Build 3.0 and 5.1 releases of the OBC code, the substantive changes to eepromImage.bld have been limited to the VM-related module. Revision L of the SMD applicable to the Build 5.1.1 OBC code cites version 1.12 of eepromImage.bld as being a changed version for this file; however, the Revision K SMD applicable to the Build 5.1 code also cites version 1.12 as the latest version of this file. Therefore, either Revision K or L of the OBC SMD is inaccurately reflecting the applicable version of eepromImage.bld. This problem could be dismissed as a typographical error, except the version of the eepromImage.bld file provided with the Build 5.1.1 code is significantly different from the version provided with the Build 5.1 code. The Build 5.1.1. version of eepromImage.bld has been reduced to only three lines, none of which contain the global preprocessor directive definitions or the module-level .bld files responsible for building the individual OBC FSW modules. Referenced Files: File – Build 3.0 eepromImage.bld: #!build default: object_file :c_option=slashcomment :ppc_cputype=rsc :c_mode=ansi :target=/project/ProjectAsvr/green/vxwppc.bld :sourcedirs=/export/home/ProjectA/wind/radbuild22/target/h :defines=CPU=RSC :defines=_GREEN_TOOL :defines=DAVES_TEST :defines=_VXWORKS_PPC_ :defines=_OV4_ :defines=HS_TS_TOOL_SET :defines=GOODS_EXCLUDE_DOPPLER=1 :defines=REDUCED_DRAG_TABLES=1 :defines=GOODS_PRAGMA_PACK4=1 :defines=GOODS_PROP_STATE_ONLY :defines=OV4_RAD6K :defines=LIO_BLD :defines=_EMBED_ :ada_compiler.name=cxvxppc :c_compiler.name=ccomppc :linker.args=@VM_Relocate.lnk ../s1/s1.bld subproject ../s2/s2.bld subproject ../s3/s3.bld subproject ../tg/tg.bld subproject ../lio/lio.bld subproject ../ac/ac.bld subproject ../au/au.bld subproject ../at/at.bld subproject ../an/an.bld subproject ../ds/ds.bld subproject ../xb/xb_edu.bld subproject ../di/di.bld subproject ../main/main.bld subproject ../sb/sb.bld subproject ../sc/sc.bld subproject ../sm/sm.bld subproject ../tc/tc.bld subproject ../to/to.bld subproject ../tp/tp.bld subproject ../hs/hs.bld subproject ../ts/ts.bld subproject ../ms/ms.bld subproject ../cs/cs.bld subproject #../vm/vm.bld # subproject File – Build 5.1 eepromImage.bld: #!build default: object_file :c_option=slashcomment :ppc_cputype=rsc :c_mode=ansi :target=/project/ProjectAsvr/green/vxwppc.bld :sourcedirs=/export/home/ProjectA/wind/radbuild50/target/h :defines=CPU=RSC :defines=_GREEN_TOOL :defines=DAVES_TEST :defines=_VXWORKS_PPC_ :defines=_OV4_ :defines=HS_TS_TOOL_SET :defines=GOODS_EXCLUDE_DOPPLER=1 :defines=REDUCED_DRAG_TABLES=1 :defines=GOODS_PRAGMA_PACK4=1 :defines=GOODS_PROP_STATE_ONLY :defines=OV4_RAD6K :defines=LIO_BLD :defines=_EMBED_ :defines=VM_PRESENT :ada_compiler.name=cxvxppc :c_compiler.name=ccomppc ../s1/s1.bld subproject ../s2/s2.bld subproject ../s3/s3.bld subproject ../tg/tg.bld subproject ../lio/lio.bld subproject ../ac/ac.bld subproject ../au/au.bld subproject ../at/at.bld subproject ../an/an.bld subproject ../ds/ds.bld subproject ../xb/xb_edu.bld subproject ../di/di.bld subproject ../main/main.bld subproject ../sb/sb.bld subproject ../sc/sc.bld subproject ../sm/sm.bld subproject ../tc/tc.bld subproject ../to/to.bld subproject ../tp/tp.bld subproject ../hs/hs.bld subproject ../ts/ts.bld subproject ../ms/ms.bld subproject ../cs/cs.bld subproject ../vm/vm.bld subproject File – Build 5.1.1 eepromImage.bld: #!build default: program",12/19/05
ProjectA - TIM - 2084,Build 5.1 OBC Code: Possible use of null pointer,4,"Based upon IV&V verification, it appears as though a null pointer is being used within an assignment statement. This issue exists at line 356 and at line 357 within file ta_main.c. ""rt_frame_pointer"" is set equal to NULL. Within the switch for (TA_state), if ""TA_state"" equals ""TA_OUTPUT_RVCDU_ONLY"" then the following code is processed where ""rt_frame_pointer"" is still null and is used within an assignment statement: #ifdef OV4_RAD6K // // Re-init the function_code and packet_length because they may have been // altered by the logic in the TA_OUTPUT_RVCDU_AND_PVCDU state. // rt_frame_pointer->sxCmd.sec_hdr.function_code = eHSS_CMD_REQ; rt_frame_pointer->sxCmd.hdr.packet_length = TA_S2_RVCDU_PKT_LEN; FlexeLint Message # 613: Possible use of null pointer 'rt_frame_pointer' in left argument to operator '->' [Reference: file tamain.c: line 319] FlexeLint Message # 613 Description: From information gleaned from earlier statements, it is possible that a null pointer (a pointer whose value is 0) can be used in a context where null pointers are inappropriate. Such contexts include: Unary *, pointer increment (++) or decrement(--), addition of pointer to numeric, and subtraction of two pointers. In the case of binary operators, one of the words 'left' or 'right' is used to designate which operand is null. Symbol identifies the pointer variable that may be NULL. See also messages 413 and 794. Source Code References: File - ta_main.c Line # 319: rt_frame_pointer = NULL; output_pvcdu = FALSE; // // State Machine processing while Process == TRUE // while (Process == TRUE) { switch (TA_state) { case TA_OUTPUT_RVCDU: /*D100-010*/ rt_frame_pointer = get_real_time_vcdu(); if (rt_frame_pointer != NULL) { fill_in_vcdu_count(rt_frame_pointer); TA_state = TA_OUTPUT_RVCDU_ONLY; } else TA_state = TA_EXIT; break; case TA_OUTPUT_PVCDU: /*D100-010*/ output_pvcdu = ds_GetPVCDU(&addr_word_cnt, TA_TASK_ID); if (output_pvcdu) /*D100-010*/ TA_state = TA_OUTPUT_PVCDU_ONLY; /*D100-010*/ else /*D100-010*/ TA_state = TA_OUTPUT_RVCDU; /*D100-010*/ break; case TA_OUTPUT_RVCDU_ONLY: #ifdef OV4_RAD6K // // Re-init the function_code and packet_length because they may have been // altered by the logic in the TA_OUTPUT_RVCDU_AND_PVCDU state. // rt_frame_pointer->sxCmd.sec_hdr.function_code = eHSS_CMD_REQ; rt_frame_pointer->sxCmd.hdr.packet_length = TA_S2_RVCDU_PKT_LEN;",12/9/05
ProjectA - TIM - 2083,Requirement XB007 Is Not Verified By Script xb_write_test.scr.,3,"L4-SROBC-57 / XB007 - The OBC C&DH software shall accept and execute a XB_WRITE command which transfers the specified single data message within the command packet (up to 32 words) from the 1553 Bus Controller to the specified Remote Terminal and Subaddress. Issue: The 10-12-05 DOORS data base shows that XB007 is tested by Procedure S912-TP4925 (an RTM procedure not made available to IV&V) using xb_write_test.scr. This script is found in the B5.1 script file and the script header indicates that XB007 is linked. It appears there are several problems with this test: (1) it does not transfer ""up to 32 words"" and (2) there is no verification that an RT could accept the transfer because a false RT and subaddress was specified (this test just shows that a message was sent by the BC). Unless this script is modified for ProjectA under the RTM procedure, it does not fully test the requirement.",12/2/05
ProjectA - TIM - 2082,Requirement XB006 Is Not Verified By Script xb_select_bus_test.scr.,3,"L4-SROBC-56 / XB006 - The OBC C&DH software shall provide a command to select the 1553 preferred bus side (A or B) for a single RT. The 10-12-05 DOORS data base shows that XB006 is tested by Procedure S912-TP4925 (an RTM procedure not made available to IV&V) using xb_select_bus_test.scr. This script is found in the B5.1 script file and the script header indicates that XB006 is linked. The ProjectA FSW CDR (May 26-28 2004) shows that there are nine 1553 RTs for the ProjectA spacecraft. The script only shows that commands are sent to four RTs. Unless this script is modified for ProjectA under the RTM procedure, it does not fully test the requirement.",12/2/05
ProjectA - TIM - 2081,HSS1 Requirements S1002 and S1003 Are Not Linked To The Assigned Test Script,3,"The 10-12-05 DOORS data base shows that S1002 (L4-SROBC-66) and S1003 (L4-SROBC-67) are linked to script s1_critical_vcdu_test.scr. The associated test procedure is S912-TP4925 (an RTM procedure not made available to IV&V). This test script is found in the B5.1 data drop and does not show that these two requirements are linked. Unless this script is modified for RTM testing, S1002 and S1003 will not be verified by the test program.",11/30/05
