TIM_Id,Subject,Severity,Description,Initiation_Date
ProjectD - TIM - 1153,Pointer member mypMessaging not freed by the destructor (table_manager.cpp Line 135),3,"File: table_manager.cpp Function: ~TableManager() The pointer member 'TableManager::mypMessaging', defined at Line 405 of table_manager.h, does not get freed nor zeroed by ~TableManager (Lines 135-143). Determine whether the pointer member should be freed or assign it to 0. ****************************** Code Excerpt: table_manager.cpp TableManager::~TableManager ( void ) /****LINE 135****/ { // Deallocate memory from the table if (mypStartAddress != NULL) { delete(mypStartAddress); mypStartAddress = NULL; } } ****************************** Code Excerpt: table_manager.h /** * Messaging Class to use for EVRs. This class does not have its own * messaging object. This class uses the messaging object of the * application that creates it. */ Messaging* mypMessaging; /****LINE 405****/",10/6/06
ProjectD - TIM - 1146,Memory Manager - Array Deletion in Log Destructor (log.cpp - line 464),3,log.cpp - Line 464 myLogEntries is an array and should be deleted via delete [].,10/6/06
ProjectD - TIM - 1145,SUROM Inadvertent Commenting (strfn.h - line 10),3,"strfn.h - The function strupr() is commented out in the header file, while still being defined in strfn.c at Line 16 and being called twice (Line 294 and Line 485) of emcAsm.c. The other functions commented out (strrev and itoa) are not used elsewhere in the Build. The file does not contain any descriptor comments (name, purpose, author, etc.), bad coding practice, violating 13.2.2 (File Level Documentation) and 13.3 (Documentation Descriptions for Implementation Files) of the ProjectD FSW Coding Standard (ProjectD.FSW.DFM.087 7/22/02).",10/6/06
ProjectD - TIM - 1142,"Incorrect or ambiguous error-handling in routine CommunicationPacket::Send (communication_packet.cpp, line 665)",3,"The error-handling code beginning on line 665 of CommuncationPacket::Send (communication_packet.cpp), is apparently intended to protect against divide-by-zero (an erroneous case where the CCSDS header length and total packet length are the same - in other words a zero-length packet). The code actually checks for either zero or one, and reports either case as the same error ""SEND_DEFAULT_ERROR."" The code sets an error flag, but keeps processing as though there is no problem. While this helps maintain a single entry/exit point in the routine, and reduces the amount of nesting, to continue processing in the presence of an error seems counter-intuitive to the maintainer. The logic works by happenstance, as when it checks for a reminder (sic) of packet data, the modulus operation results in zero (because any-integer modulus zero or one results in zero) and so an erroneous Send is avoided. Relevant code snippet: (line 664...) // check for divide by zero if(((dest_pkt_size - CCSDS_HEADER_SIZE) - 1) > 0) { // Calculate the number of segment to send the entire data. MessageNum = src_data_size/(dest_pkt_size - CCSDS_HEADER_SIZE) - 1; } else { // don't send any messages, there was an error MessageNum = 0; ret_val = SEND_DEFAULT_ERROR; } /// to keep track of a reminder bool8 reminder_flag = false; // keep track of the data size previously send out uint32 prev_data_len = 0; CopyDataLength = 0; // Check if the last packet will be smaller (if a reminder exist) if( (src_data_size % (dest_pkt_size - CCSDS_HEADER_SIZE)) != 0 ) { // there is a reminder, add one more packet for the left over. MessageNum++; reminder_flag = true; } // repeat this for each segment for( int32 segm_no = 0; segm_no <= MessageNum; segm_no++ )",10/2/06
ProjectD - TIM - 1141,Missing CSC Trace for FSW216,3,The DOORs CSC field is blank for FSW216 ‰ÛÏThe FSW shall route the start and end address of data stored in CTB Engineering Data Storage memory in Engineering Data.‰Û (the ‰ÛÏDetailed Design Trace‰Û is to NIM-TIM).,7/19/06
ProjectD - TIM - 1140,Missing CSC Trace for FSW2079,3,"The DOORs CSC and ‰ÛÏDetailed Design Trace‰Û fields are blank for FSW2079 ‰ÛÏThe FSW shall store fault log data in CTB EDS in a circular buffer fashion such that in the event of an overflow the newest fault information is kept and the oldest data is discarded.‰Û. A similar comment applies to FSW2111, FSW2113, FSW2114, FSW2104, FSW2106, FSW2107, and FSW1845.",7/19/06
ProjectD - TIM - 1139,Questionable CSC Tracing for FSW1392,3,"The DOORs Detailed Design Trace‰Û for FSW1392 ‰ÛÏThe FSW shall control the power enables to the LDE LVPS (LPS) on command. NOTE: This is controlled via the NIC.‰Û implies the associated LDE power function is performed by the FPA Data Manager, while the traced DOORs CSC is Power. LDE power seems to be discussed in the NIM-FPA (see setLdeCcdPower and setLdeAdcPower methods) but not in the Power CSC Detailed Design.",7/19/06
ProjectD - TIM - 1138,Possible Omitted CSC Trace for FSW1355/1386,3,"The DOORs ‰ÛÏDetailed Design Trace‰Û for FSW1355 ‰ÛÏThe FSW shall collect health and status data from the LDE and make them available in Engineering Data.‰Û and FSW1386 ‰ÛÏThe FSW shall be able to detect errors generated by the LDE in support of Fault Protection, as defined in the SP0039-903 (FPDD).‰Û references the PEDM Design Document (apparently correctly), but Photom Eng Data Mgr does not appear to be listed as a CSC in DOORs for either. In both cases, FPA Data Manager is listed in both the trace (presumably correctly) and as a CSC.",7/19/06
ProjectD - TIM - 1137,Missing CSC Trace for FSW449,3,The entry for FSW449 ‰ÛÏThe FSW shall enable or disable sending commands to the Reaction Wheel control hardware on command.‰Û in the ‰ÛÏCSC‰Û field is blank. It would appear that ADCS should be listed in the ‰ÛÏCSC‰Û field for this requirement.,6/22/06
ProjectD - TIM - 1136,Questionable CSC Trace for FSW1992,3,"FSW1992 ‰ÛÏThe FSW shall packetize all science data in CCSDS format prior to storage in the Solid State Recorder in accordance with the KP-116 (FS-GS ICD).‰Û has a blank ‰ÛÏDetail Design Trace‰Û, but is traced in the ‰ÛÏCSC‰Û field to the FPA Data Manager. It appears from the design documentation (e.g., Figure 16 of ProjectD.DFM.FSW.068.doc and Section 1 of ProjectD.DFM.FSW.076.doc) that CCSDS packetization of photometric science data is done in the Data Encoder Manager, and the ‰ÛÏCSC‰Û field should therefore contain Data Encoder Manager.",6/22/06
ProjectD - TIM - 1135,Questionable CSC Trace for FSW1552/1553,3,"The entries for FSW1552 ‰ÛÏThe FSW shall collect operational heater current, voltage and status from the EDHC and make it available in the ancillary engineering data.‰Û and FSW1553 ‰ÛÏThe FSW shall collect operational heater setpoint status from the EDHC and make it available in health and status engineering data.‰Û in the ‰ÛÏDetail Design Trace‰Û field indicate that the actual reporting of the associated data is performed by the Photometer Engineering Data Manager. However, the only reference in the ‰ÛÏCSC‰Û field is to the NIM FPA. It would appear that ‰ÛÏPhotom Eng Data Manager‰Û should also be listed in the ‰ÛÏCSC‰Û field for these requirements.",6/22/06
ProjectD - TIM - 1134,Questionable CSC Trace for FSW1898,3,"(Analogous comments apply to FSW1899, FSW1900, FSW1901, FSW1902, FSW1903, FSW1904, FSW2048, FSW2050, FSW2051, FSW1432, FSW1434, FSW1435, and FSW1988) The entry for FSW1898 ‰ÛÏThe FSW shall maintain two Target Aperture Definiton Tables. NOTE: Two tables are required. One is being used, while the other can be updated.‰Û references (only) TargetFS and Memory Manager in its ‰ÛÏDetail Design Trace‰Û field, but references only FPA Data Manager in its ‰ÛÏCSC‰Û field. The ‰ÛÏDetail Design Trace‰Û appears to be correct, in that the FPA Data Manager Detailed Design does not appear to directly address the maintenance of multiple tables (nor does it appear to address the updating of the actual table; it does appear to address the processing of the selected one of the two tables into a format it finds useful).",6/12/06
ProjectD - TIM - 1133,Missing CSC Trace for FSW1548,3,"The entry for FSW1548 ‰ÛÏThe FSW shall turn power to the operational heaters on and off, on command.‰Û in the ‰ÛÏCSC‰Û field is blank. However, the ‰ÛÏDetail Design Trace‰Û field traces (apparently properly) to a method in the NIM FPA detailed design. It would appear that NIM FPA should be listed in the ‰ÛÏCSC‰Û field for this requirement. Note there is no indication in the NIM FPA design document that it directly processes any commands, and its section 2.7.1 indicates that it does not receive commands directly. Assuming that this is the case, presumably some application processes such a command, so that application should apparently also be listed in the ‰ÛÏCSC‰Û field for this requirement.",6/12/06
ProjectD - TIM - 1132,Questionable CSC Trace for FSW2097,3,"Requirements FSW2097 ‰ÛÏThe FSW shall bin all black level pixels from each virtual smear row selected for binning, into a single black level measurement to obtain the virtual smear measurement for short cadence targets. NOTE: If eight rows are used to measure virtual smear, and eight columns are used to calculate black level for long cadences, then for short cadences, 64 pixels must be added together to obtain the short cadence black level for virtual smear. The same columns should be used as for calculating black level for long cadences.‰Û and FSW2098 ‰ÛÏThe FSW shall bin all black level pixels from each masked smear row selected for binning, into a single black level measurement to obtain the masked smear measurement for short cadence targets. NOTE: If eight rows are used to measure masked smear, and eight columns are used to calculate black level for long cadences, then for short cadences, 64 pixels must be added together to obtain the short cadence black level for masked smear. The same columns should be used as for calculating black level for long cadences.‰Û appear not to be traced to any CSC. It does not appear that they are ‰ÛÏgeneral‰Û requirements not traceable to specific CSCs, and that they would be appropriately traced to FPA Data Manager.",6/12/06
ProjectD - TIM - 1131,Questionable CSC Trace for FSW2014,3,"The entry for FSW2014 ‰ÛÏThe FSW shall set the number of co-additions for the Full Field Image (FFI) accumulation period on command.‰Û in the ‰ÛÏCSC‰Û field is ‰ÛÏNIM FPA‰Û. However, there is no indication in the NIM FPA design document that it directly processes any commands, and its section 2.7.1 indicates that it does not receive commands directly. Assuming that this is the case, presumably some application (presumably FPA Data Manager) processes such a command, that application should apparently also be listed in the ‰ÛÏCSC‰Û field for this requirement.",6/12/06
ProjectD - TIM - 1130,Questionable CSC Trace for FSW2093,3,"The entry for FSW2093 ‰ÛÏThe FSW shall set the number of short cadence periods in a long cadence accumulation period on command.‰Û in the ‰ÛÏCSC‰Û field is ‰ÛÏNIM FPA‰Û. However, the command to perform this function is apparently processed by the FPA Data Manager, which then calls a method in NIM FPA (according to the ‰ÛÏDetail Design Trace‰Û field). It would appear that FPA Data Manager should also be listed in the ‰ÛÏCSC‰Û field for this requirement.",6/12/06
ProjectD - TIM - 1129,Questionable CSC Trace for FSW1443,3,"The entry for FSW1443 ‰ÛÏThe FSW shall set the number of co-additions for the short cadence accumulation period on command.‰Û in the ‰ÛÏCSC‰Û field is ‰ÛÏNIM FPA‰Û. However, the command to perform this function is apparently processed by the FPA Data Manager, which then calls a method in NIM FPA (according to the ‰ÛÏDetail Design Trace‰Û field). It would appear that FPA Data Manager should also be listed in the ‰ÛÏCSC‰Û field for this requirement.",6/12/06
ProjectD - TIM - 1128,Questionable CSC Trace for FSW1441,3,"The entry for FSW1441 ‰ÛÏThe FSW shall set the integration period of the science CCDs on command.‰Û in the ‰ÛÏCSC‰Û field is ‰ÛÏNIM FPA‰Û. However, the command to perform this function is apparently processed by the FPA Data Manager, which then calls a method in NIM FPA (according to the ‰ÛÏDetail Design Trace‰Û field). It would appear that FPA Data Manager should also be listed in the ‰ÛÏCSC‰Û field for this requirement.",6/12/06
ProjectD - TIM - 1127,"Returning private data via pointer - cmd_seq_extra.cpp, line 41",3,cmd_sequence_status_block* CommandSequence::getSeqStatBlkPtr() { //#[ operation getSeqStatBlkPtr() return(&SeqStatBlk); //#] } SeqStatBlk is private data returned via a pointer by a public function.,2/17/06
ProjectD - TIM - 1126,"Shallow copy in assignment operator - tlm_subscription.cpp, line 236",3,The assignment operator: void Subscription::operator=(pktdef_tlm_in_modify_subscription_list Mod) {... does not assign a value to Subscription::Message,2/16/06
ProjectD - TIM - 1125,"Shallow copy in assignment operator - tlm_subscription.cpp, line 271",3,The assignment operator: const Subscription & Subscription::operator=(const Subscription & Sub) {... does not assign values to the following member data: Message unSubscribe,2/16/06
