
Corpus summary:
projecta	0.008707117879164769
index	0.008691326763974216

TOPIC 17
verif	0.009727311476502009
index	0.009589285790146203
correct	0.00957458035450249
inconsist	0.00945494279996503
paramet	0.009416489065057314
process	0.009262255382543471
result	0.009130552300873373
checksum	0.009079966098062263
progress	0.009078250721625556
messag	0.009066151601962169

TOPIC 18
checksum	0.07504656044846399
subaddress	0.06568417117461715
calcul	0.0597104329572484
engcntrl	0.055923695033354794
check	0.05119730864679638
progress	0.04636352118423583
receiv	0.04535141267582219
bootload	0.03968296156981613
write	0.03941250927980981
process	0.030334424049742775

TOPIC 19
scrub	0.00998157315800137
verif	0.009443282316388347
switch	0.009263292893102834
invalid	0.009128949565881093
close	0.009049365288531104
result	0.009027730955605997
power	0.008994596758062485
contain	0.00898937768391405
flexelint	0.008967244215033518
event	0.00895169009859769

TOPIC 20
voltag	0.009420651937708266
correct	0.009322634697686063
sourc	0.009222356216014563
sroac	0.00918243129803163
engin	0.009166541637316573
project	0.009086221682777248
integr	0.009035122681997432
engcntrl	0.008979054243510504
identifi	0.008848340606120612
document	0.008713420982425652

TOPIC 21
inertia	0.010119396714568752
execut	0.009440483435357454
identifi	0.009427447995633435
plenum	0.00913464235312562
launch	0.009106348477590296
projecta	0.009087015902436825
float	0.009040098017375105
sntbl	0.009003352753460767
baselin	0.008917410570462582
check	0.008872512451334698

TOPIC 22
enabl	0.009389293742530716
execut	0.009277170174381634
current	0.00914867361426131
engcntrl	0.009127334188076442
provid	0.0090561239670902
bootload	0.008920027029170118
counter	0.008854817562713812
question	0.008854238742991507
checksum	0.008845583181292157
respons	0.008826069685283499

TOPIC 23
design	0.009702754008110404
respons	0.009279230050760949
interfac	0.0092151556168899
eeprom	0.009182417192974144
ignor	0.009079018410699125
check	0.009004314237790748
variabl	0.008994917246775987
checksum	0.008932604365467074
latch	0.008853273971442695
array	0.008821178030319876

TOPIC 24
ground	0.00933512646917572
engin	0.009318729334438482
telemetri	0.009296779570957774
pcontrol	0.009215680261828198
attitud	0.009126409595391759
state	0.009009389572536641
sntbl	0.008966815238670583
statu	0.008927006842642849
flight	0.008921445550873822
projecta	0.008907346650839648

TOPIC 25
pcontrol	0.11203891399554602
integr	0.03896119560593689
limit	0.017899770750215278
error	0.015496857615916564
inertia	0.012168566242057564
doubl	0.011026639916747231
control	0.009887999451348328
design	0.009368224923176854
differ	0.009105982625730872
includ	0.008968400041222273

TOPIC 26
paramet	0.01922073277836441
engcntrl	0.01850910039555241
number	0.01529521442883589
engin	0.01500744272052941
invalid	0.012673481302849524
ignor	0.011963161055373614
baselin	0.011957527705462144
indic	0.011735354933864166
error	0.011687794182760761
question	0.011212929220720888

TOPIC 27
request	0.08494460843754202
transit	0.05464655696038395
chang	0.03727893409625909
verifi	0.023694133926420256
check	0.02208447032942963
engcntrl	0.02089621523397186
indic	0.019724188348991423
error	0.018453118019760847
control	0.01772871335682011
ignor	0.016258804166027277

TOPIC 28
target	0.009772088004858667
address	0.00932736737462312
disabl	0.009280266675238317
procedur	0.009264752829220124
cardnumb	0.009247025164853708
eeprom	0.009230179079133115
includ	0.009188352257288018
checksum	0.00917748514388672
subaddress	0.008994262331093555
equal	0.008961040541880853

TOPIC 29
point	0.058861860079994346
state	0.044109711502219824
flight	0.04273505810149117
projecta	0.038292478721560864
specif	0.03494453041908503
control	0.032320617472353985
spacecraft	0.031108452716651018
attitud	0.024577167592338682
perform	0.023877840298090987
target	0.02128526725445825

